,Process variables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,0.29152,3587.899902,4558.200195,9.481599808,27.21299934,42.20999908,2712.399902,75.20600128,120.3899994,0.298420012,79.625,50.22700119,2640.399902,27.5510006,51.99200058,3111.100098,23.17499924,64.40599823,201.6000061,340.4899902,94.73699951,76.81199646,31.79000092,8.91380024,26.90500069,6.853000164,19.1760006,1.662899971,32.43299866,13.75500011,24.69199944,1.289499998,18.51300049,2.230200052,4.835599899,2.292599916,0.0061598,0.83792001,0.116920002,52.72900009,44.76100159,62.71900177,54.39899826,28.70899963,62.3769989,22.23800087,36.10300064,38.76800156,51.14500046,39.5890007,40.69100189,17.62199974
825,0.29313001,3618.899902,4549.5,9.325400352,27.13599968,41.89400101,2717.399902,75.14299774,120.3799973,0.30013001,79.87000275,50.99900055,2646.800049,25.66900063,52.33000183,3113.899902,22.47599983,64.34200287,202.6999969,341.0400085,94.75900269,77.59400177,31.79000092,8.91380024,26.90500069,6.853000164,19.1760006,1.662899971,32.43299866,13.75500011,24.69199944,1.289499998,18.51300049,2.230200052,4.835599899,2.292599916,0.026768001,0.860239983,0.110239998,53.01900101,44.07600021,62.18500137,54.50400162,28.54999924,60.17900085,22.64299965,35.89400101,41.04000092,51.92499924,39.45800018,41.17699814,19.2329998
826,0.262100011,3711.300049,4477.5,9.244000435,26.64699936,42.21900177,2719.899902,75.47299957,120.3899994,0.320369989,80,49.42599869,2648.199951,25.6609993,48.04299927,3116.199951,23.13400078,64.39499664,203.1399994,341.0599976,94.61599731,76.98000336,31.78700066,8.956399918,27.0340004,7.05009985,18.79000092,1.737499952,32.24700165,13.77700043,24.52799988,1.420899987,18.95000076,2.262900114,4.756599903,2.297199965,0.026768001,0.860239983,0.110239998,53.01900101,44.07600021,62.34199905,53.65599823,25.83200073,63.73199844,22.47699928,38.69300079,36.4090004,42.00400162,39.35300064,41.04299927,17.70100021
827,0.262199998,3674.199951,4476.100098,9.228099823,26.79700089,42.26699829,2720.399902,74.78199768,120.4199982,0.324440002,80.03800201,51.73899841,2649.5,23.63699913,49.99300003,3116.699951,23.04000092,64.41300201,199.5399933,341.5,94.49500275,77.52200317,31.78700066,8.956399918,27.0340004,7.05009985,18.79000092,1.737499952,32.24700165,13.77700043,24.52799988,1.420899987,18.95000076,2.262900114,4.756599903,2.297199965,0.026768001,0.860239983,0.110239998,53.01900101,44.07600021,62.97999954,53.67200089,25.8220005,61.67200089,22.78899956,38.19599915,43.21900177,46.51699829,39.60800171,41.18700027,17.88100052
828,0.267170012,3621.600098,4524.700195,9.20059967,26.38400078,42.35499954,2719,74.93900299,120.3700027,0.32446,79.9469986,49.80799866,2648.100098,27.43300056,48.88499832,3115.600098,23.54999924,64.45400238,197.4799957,341.4500122,94.66899872,76.97299957,32.39300156,8.909199715,26.51199913,6.953199863,18.51000023,1.681599975,32.85900116,13.80200005,24.87700081,1.205899954,18.22500038,2.233500004,4.856400013,2.34559989,0.026768001,0.860239983,0.110239998,53.01900101,44.07600021,62.0909996,54.00299835,26.20499992,62.32899857,22.30800056,38.67699814,37.5359993,43.95399857,39.72499847,39.85599899,16.70700073
829,0.266499996,3598.399902,4516.799805,9.425200462,27.12100029,42.24900055,2717.699951,74.75499725,120.3799973,0.328249991,79.72699738,48.36500168,2646.199951,26.99099922,49.73500061,3114.800049,22.51000023,64.41200256,200.1399994,341.4599915,94.7009964,76.91100311,32.39300156,8.909199715,26.51199913,6.953199863,18.51000023,1.681599975,32.85900116,13.80200005,24.87700081,1.205899954,18.22500038,2.233500004,4.856400013,2.34559989,0.026768001,0.860239983,0.110239998,53.01900101,44.07600021,62.49000168,54.09700012,26.27099991,59.90100098,22.5170002,38.21500015,33.29000092,45.92200089,39.42499924,40.86700058,19.19599915
830,0.210700005,3644.300049,4525.100098,9.431099892,27.04400063,42.50999832,2716.699951,75.82499695,120.3899994,0.326970011,79.56999969,50.14099884,2644.699951,24.70700073,49.45199966,3113.5,22.15699959,64.33000183,200.4700012,341.4599915,94.84200287,76.9509964,31.70599937,8.77270031,27.01199913,7.066899776,18.7140007,1.663300037,32.30699921,13.54300022,24.53100014,1.299999952,18.61000061,2.295099974,4.777599812,2.323299885,0.029841,0.850849986,0.1162,54.4980011,43.9129982,62.43700027,54.70700073,20.42700005,59.64300156,22.44300079,39.01200104,38.51599884,45.26599884,39.93099976,41.52299881,20.05500031
831,0.210830003,3647.600098,4539.200195,9.373000145,26.56200027,42.125,2716.600098,75.38999939,120.4000015,0.330520004,79.62000275,49.24100113,2645.5,23.90399933,50.70800018,3112.899902,22.70800018,64.30599976,201.7700043,341.7099915,94.73999786,77.06500244,31.70599937,8.77270031,27.01199913,7.066899776,18.7140007,1.663300037,32.30699921,13.54300022,24.53100014,1.299999952,18.61000061,2.295099974,4.777599812,2.323299885,0.029841,0.850849986,0.1162,54.4980011,43.9129982,62.38000107,54.5379982,20.41399956,61.60800171,22.48399925,38.57899857,35.86700058,48.17300034,40.01699829,40.46500015,18.75399971
832,0.277669996,3576.899902,4498.299805,9.43200016,26.76600075,42.0530014,2720.5,75.70700073,120.3799973,0.298700005,79.77100372,48.89899826,2650,22.28499985,49.53300095,3115.300049,23.99399948,64.30400085,204.8099976,341.8099976,94.83300018,77.52100372,32.22200012,8.841199875,26.7689991,7.029900074,18.29800034,1.622499943,32.51599884,13.88399982,24.76399994,1.132500052,18.52199936,2.253499985,4.742000103,2.267100096,0.029841,0.850849986,0.1162,54.4980011,43.9129982,62.47900009,54.55599976,27.20000076,61.36700058,22.72699928,35.2859993,34.85900116,45.45299911,39.94300079,40.63499832,15.66800022
833,0.276109993,3603.199951,4568.899902,9.224300385,26.96899986,42.1969986,2724.699951,74.68699646,120.4100037,0.298370004,80.10099792,50.90800095,2654.100098,27.19499969,48.47100067,3120.300049,22.06900024,64.41000366,202.8300018,341.6499939,94.67700195,77.55200195,32.22200012,8.841199875,26.7689991,7.029900074,18.29800034,1.622499943,32.51599884,13.88399982,24.76399994,1.132500052,18.52199936,2.253499985,4.742000103,2.267100096,0.029841,0.850849986,0.1162,54.4980011,43.9129982,62.02700043,53.70999908,27.35300064,62.88600159,22.89999962,35.32600021,40.77199936,42.99399948,40.31200027,41.68899918,20.21199989
834,0.228080004,3587.199951,4606.600098,9.410900116,26.6060009,42.04299927,2723.699951,75.39900208,120.3700027,0.333880007,80.05899811,48.8429985,2653.100098,23.66399956,48.95000076,3121,23.83799934,64.5,202.5500031,341.7399902,94.84799957,77.45700073,31.4260006,8.976200104,26.69799995,6.888700008,18.68799973,1.660400033,32.90800095,13.75,24.41699982,1.197399974,18.54199982,2.31069994,4.742000103,2.270400047,0.029841,0.850849986,0.1162,54.4980011,43.9129982,62.46900177,54.32500076,22.72200012,62.13000107,22.51799965,39.97700119,34.69599915,44.10499954,40.52600098,40.37400055,16.00099945
835,0.230360001,3598.399902,4567.899902,9.255599976,26.77099991,42.05500031,2723.699951,74.85099792,120.4000015,0.332500011,79.94000244,49.10599899,2652.399902,26.10899925,48.81000137,3119.5,23.02199936,64.54000092,204.8999939,341.6900024,94.6740036,76.79699707,31.4260006,8.976200104,26.69799995,6.888700008,18.68799973,1.660400033,32.90800095,13.75,24.41699982,1.197399974,18.54199982,2.31069994,4.742000103,2.270400047,0.018615,0.863430023,0.106770001,53.13399887,43.04000092,62.27600098,54.7879982,22.49799919,60.75299835,22.75,40.14599991,35.4679985,43.77999878,40.29899979,40.88000107,17.9829998
836,0.311340004,3645.199951,4539.600098,9.440199852,26.97999954,42.74599838,2721.300049,75.13899994,120.3600006,0.321229994,79.51899719,48.59500122,2649.399902,24.89599991,49.27899933,3118.300049,22.15500069,64.49199677,203.9700012,341.8599854,94.71399689,76.60299683,32.1780014,8.720700264,26.51300049,6.924600124,18.77099991,1.687700033,32.29899979,13.82600021,24.59300041,1.227699995,18.69599915,2.225199938,4.796000004,2.334000111,0.018615,0.863430023,0.106770001,53.13399887,43.04000092,62.63600159,54.2179985,30.40800095,59.45500183,22.44300079,37.91999817,33.9659996,44.86600113,40.48699951,40.34899902,20.09000015
837,0.308349997,3662.5,4519,9.275799751,26.79599953,42.36800003,2722.899902,75.63800049,120.4199982,0.320780009,79.51100159,52.60800171,2651.300049,24.95800018,49.81900024,3118.300049,23.15600014,64.38300323,204.0599976,342.0599976,94.62599945,77.04599762,32.1780014,8.720700264,26.51300049,6.924600124,18.77099991,1.687700033,32.29899979,13.82600021,24.59300041,1.227699995,18.69599915,2.225199938,4.796000004,2.334000111,0.018615,0.863430023,0.106770001,53.13399887,43.04000092,62.34000015,54.46500015,30.70199966,62.59500122,22.6079998,37.97399902,45.77500153,46.11500168,40.58800125,41.49000168,17.70599937
838,0.241469994,3631.300049,4537.5,9.325900078,26.86700058,42.0530014,2721.600098,74.45899963,120.4000015,0.332610011,79.54299927,50.91600037,2650.399902,25.49500084,49.19800186,3116.699951,23.59000015,64.35900116,203.9400024,341.8800049,94.8030014,77.19400024,32.16699982,8.817899704,26.92900085,6.999300003,18.35000038,1.661999941,32.90399933,13.88000011,24.88800049,1.222900033,17.90399933,2.255899906,4.839900017,2.202500105,0.018615,0.863430023,0.106770001,53.13399887,43.04000092,62.5379982,54.04800034,23.77300072,59.63000107,22.94000053,38.51699829,40.79700089,44.6780014,40.70999908,40.53099823,16.67300034
839,0.242359996,3640.800049,4536.700195,9.243100166,26.65800095,42.49399948,2722.699951,75.30999756,120.4300003,0.330940008,79.8010025,48.75400162,2652.300049,27.78800011,50.1629982,3117.100098,23.17200089,64.41100311,205.6699982,342.2000122,94.55899811,77.15299988,32.16699982,8.817899704,26.92900085,6.999300003,18.35000038,1.661999941,32.90399933,13.88000011,24.88800049,1.222900033,17.90399933,2.255899906,4.839900017,2.202500105,0.018615,0.863430023,0.106770001,53.13399887,43.04000092,62.37400055,54.05599976,23.68600082,60.34700012,23.02400017,38.72000122,34.43500137,46.9109993,40.65999985,41.33000183,17.65699959
840,0.24391,3623.100098,4590.799805,9.228500366,26.70400047,42.20800018,2720.699951,75.44300079,120.4000015,0.334410012,79.60800171,50.6230011,2649.600098,25.57900047,50.2140007,3117.100098,22.20299911,64.43599701,207.25,342.0899963,94.83999634,76.8730011,32.50400162,8.994799614,26.36599922,6.66590023,19.13199997,1.628600001,32.85900116,13.83199978,24.69300079,1.168200016,18.02400017,2.253900051,4.688700199,2.239000082,0.033018999,0.864530027,0.111529998,53.78499985,43.83100128,61.94900131,54.47800064,23.77700043,61.24700165,22.77099991,39.78099823,39.93299866,47.02899933,40.98300171,40.86199951,19.98699951
841,0.24391,3608.100098,4561.899902,9.342200279,27.0739994,42.1590004,2722,75.72299957,120.4199982,0.338169992,79.77999878,49.84700012,2651.5,24.55900002,51.34400177,3117.800049,22.45999908,64.43800354,205.7700043,341.7099915,94.68299866,77.35800171,32.50400162,8.994799614,26.36599922,6.66590023,19.13199997,1.628600001,32.85900116,13.83199978,24.69300079,1.168200016,18.02400017,2.253900051,4.688700199,2.239000082,0.033018999,0.864530027,0.111529998,53.78499985,43.83100128,62.20600128,54.82400131,23.77700043,62.24900055,22.98600006,39.3219986,37.64899826,49.64400101,41.375,41.25,19.34000015
842,0.209690005,3683.199951,4438.399902,9.393600464,26.54899979,42.17699814,2721.800049,74.39299774,120.4300003,0.328750014,79.84899902,49.8390007,2651.600098,23.79800034,50.94100189,3117.899902,22.77400017,64.51599884,208.7100067,341.6000061,94.67099762,77.02999878,32.31399918,8.909099579,26.67099953,6.700600147,18.93400002,1.602499962,32.8390007,13.95899963,24.58399963,1.233999968,18.92399979,2.277800083,4.727499962,2.263600111,0.033018999,0.864530027,0.111529998,53.78499985,43.83100128,63.88499832,54.38999939,20.43300056,60.03300095,22.67000008,39.22900009,37.62799835,48.7120018,41.36800003,41.93399811,18.6060009
843,0.206330001,3708.699951,4441.5,9.315899849,26.95899963,42.13800049,2718.399902,76.15200043,120.4300003,0.326550007,79.78299713,51.02000046,2647.600098,25.88199997,50.08000183,3115,22.49900055,64.58699799,208.1399994,341.8299866,94.57499695,77.02100372,32.31399918,8.909099579,26.67099953,6.700600147,18.93400002,1.602499962,32.8390007,13.95899963,24.58399963,1.233999968,18.92399979,2.277800083,4.727499962,2.263600111,0.033018999,0.864530027,0.111529998,53.78499985,43.83100128,63.44499969,54.35400009,20.76300049,60.90599823,22.56900024,39.4980011,41.09999847,46.7179985,41.67300034,41.69100189,19.26199913
844,0.227009997,3678.5,4529,9.355500221,26.67499924,42.74700165,2714.199951,74.90599823,120.3899994,0.343459994,79.60299683,49.42300034,2643.600098,25.56399918,50.75600052,3112.300049,23.12899971,64.61599731,209.6799927,341.0700073,94.55899811,76.60700226,32.22200012,8.965299606,26.76499939,6.775800228,19.13999939,1.674700022,33.1780014,13.77000046,24.44499969,1.228500009,18.32900047,2.262099981,4.669400215,2.20359993,0.033018999,0.864530027,0.111529998,53.78499985,43.83100128,63.84999847,53.7480011,21.8920002,59.07899857,22.11300087,40.94400024,36.40100098,48.2840004,41.79100037,40.88800049,17.81299973
845,0.225730002,3670.899902,4544.899902,9.276599884,26.96100044,41.97600174,2711.5,75.23799896,120.4000015,0.344500005,79.46900177,49.59700012,2639.5,25.8010006,48.85300064,3108.600098,22.43199921,64.57499695,211.2599945,341.1900024,94.71199799,76.64600372,32.22200012,8.965299606,26.76499939,6.775800228,19.13999939,1.674700022,33.1780014,13.77000046,24.44499969,1.228500009,18.32900047,2.262099981,4.669400215,2.20359993,0.029457999,0.882659972,0.093088001,54.44300079,44.28300095,63.97999954,53.55799866,22.01799965,61.97800064,22.25200081,40.81600189,36.91500092,43.87900162,41.98400116,41.30599976,19.49200058
846,0.23071,3702.199951,4480.100098,9.283599854,26.84399986,42.57799911,2708.899902,75.44400024,120.3899994,0.323909998,79.41200256,48.77000046,2636.5,23.9489994,50.60800171,3106.199951,22.9810009,64.55799866,209.6300049,340.3299866,94.61000061,76.80799866,31.97100067,8.780099869,26.16300011,7.002399921,19.09700012,1.626899958,32.66999817,13.62800026,24.25799942,1.222900033,18.35300064,2.214400053,4.7645998,2.247600079,0.029457999,0.882659972,0.093088001,54.44300079,44.28300095,62.91799927,53.7840004,23.11400032,62.85400009,21.87899971,38.32400131,34.48099899,47.93999863,42.42200089,40.65299988,18.20400047
847,0.232539997,3687.899902,4481.799805,9.338299751,26.85499954,41.89599991,2711.800049,75.56099701,120.4000015,0.324609995,79.70800018,51.13899994,2639.699951,26.39599991,48.7140007,3107.800049,24.26600075,64.57900238,212.9100037,340.5599976,94.75499725,77.43000031,31.97100067,8.780099869,26.16300011,7.002399921,19.09700012,1.626899958,32.66999817,13.62800026,24.25799942,1.222900033,18.35300064,2.214400053,4.7645998,2.247600079,0.029457999,0.882659972,0.093088001,54.44300079,44.28300095,63.16400146,53.76399994,22.93400002,60.74900055,22.29100037,38.23899841,41.45100021,43.55799866,42.41899872,41.21900177,15.10999966
848,0.258350015,3625.100098,4502,9.287099838,26.90500069,42.37599945,2715.300049,75.09799957,120.3899994,0.307300001,80.18900299,49.0909996,2644.100098,24.04999924,50.85300064,3111.300049,23.12299919,64.7460022,210.6399994,340.6799927,94.49199677,77.52999878,32.15399933,8.833200455,26.89900017,6.866499901,18.57600021,1.653499961,32.81200027,13.96399975,24.7159996,1.223899961,18.125,2.246900082,4.665599823,2.285099983,0.029457999,0.882659972,0.093088001,54.44300079,44.28300095,62.24900055,53.56900024,25.34700012,58.93799973,22.69300079,36.38499832,35.42399979,48.50899887,42.90000153,41.45500183,17.78100014
849,0.258870006,3603,4479.899902,9.426799774,27.15600014,42.32300186,2716,74.13200378,120.4199982,0.303119987,80.18699646,48.94400024,2644.899902,24.65500069,49.06700134,3112.699951,23.45599937,64.90399933,214.8500061,340.3500061,94.78399658,77.33799744,32.15399933,8.833200455,26.89900017,6.866499901,18.57600021,1.653499961,32.81200027,13.96399975,24.7159996,1.223899961,18.125,2.246900082,4.665599823,2.285099983,0.029457999,0.882659972,0.093088001,54.44300079,44.28300095,62.63000107,53.83300018,25.29599953,60.67900085,22.55900002,36.89500046,34.99200058,44.375,42.79800034,40.79899979,16.97999954
850,0.241119996,3627.5,4553.700195,9.293000221,27.22500038,42.20299911,2714.5,75.02999878,120.3899994,0.342900008,80.04399872,49.32899857,2643.800049,25.88899994,50.20299911,3112.5,23.10899925,65.00099945,214.8999939,340.4500122,94.71700287,77.23699951,32.31800079,9.18239975,26.73500061,6.982200146,18.62899971,1.675400019,32.8390007,13.70499992,24.30500031,1.223899961,18.42300034,2.226900101,4.731100082,2.292299986,0.019966001,0.866029978,0.087885,53.18199921,44.22600174,63.35100174,54.21900177,23.81800079,61.84199905,22.43099976,40.97999954,36.125,47.00299835,43.59600067,40.81000137,17.80500031
851,0.242349997,3659,4464.799805,9.360199928,27.13999939,42.11500168,2712.899902,75.55799866,120.3899994,0.344260007,79.84200287,48.32300186,2640.5,26.29999924,49.125,3110.600098,23.16300011,65.01000214,217.7899933,340.3800049,94.72299957,76.89399719,32.31800079,9.18239975,26.73500061,6.982200146,18.62899971,1.675400019,32.8390007,13.70499992,24.30500031,1.223899961,18.42300034,2.226900101,4.731100082,2.292299986,0.019966001,0.866029978,0.087885,53.18199921,44.22600174,62.80899811,55.2820015,23.6970005,63,22.28700066,40.81499863,33.16500092,44.50899887,43.8409996,40.7159996,17.70800018
852,0.225079998,3626,4545.200195,9.467300415,26.75,42.17599869,2711.600098,75.41000366,120.4000015,0.315290004,79.6989975,50.54100037,2639.399902,25.95599937,49.69200134,3109.699951,24.12199974,65.01999664,217.2599945,340.5299988,94.78800201,77.04699707,32.00400162,8.932499886,26.63100052,7.018199921,18.45100021,1.65260005,32.31100082,13.8380003,24.54999924,1.239899993,18.73999977,2.261300087,4.838500023,2.303299904,0.019966001,0.866029978,0.087885,53.18199921,44.22600174,62.32099915,54.22000122,22.18499947,58.9640007,22.06100082,37.4469986,39.69200134,45.82099915,44.39099884,40.47000122,15.43999958
853,0.225060001,3639.899902,4518.299805,9.464900017,26.84000015,42.21900177,2712.800049,74.2519989,120.3899994,0.31476,79.76399994,47.11899948,2641,25.61700058,49.55400085,3110.899902,22.85300064,65.05500031,218.4900055,340.3599854,94.85099792,77.03500366,32.00400162,8.932499886,26.63100052,7.018199921,18.45100021,1.65260005,32.31100082,13.8380003,24.54999924,1.239899993,18.73999977,2.261300087,4.838500023,2.303299904,0.019966001,0.866029978,0.087885,53.18199921,44.22600174,62.08200073,54.54299927,22.18700027,61.13199997,22.16399956,37.51200104,29.62299919,45.5019989,44.78499985,40.54700089,18.45899963
